User's ID,ProdID,Rating,Review Count,Category,Brand,Name,ImageURL,Description,Tags
66,14,0.0,0,"personal, care, shaving, shaving, cream, women, shaving, cream","bikini, zone",Bikini Zone Anti Bumps Shave Gel 5 oz 2 Pack,https://i5.walmartimages.com/asr/344db729-d4c3-4570-81f0-0e5af3e0ab6b.dcf8a9179978328fb9e23f00c45cc15c.jpeg,"bikini, zone, anti, bumps, shave, gel, 5, oz, 2, pack, upc, 018515165251bikini, zone, anti, bumps, shave, gel, 5, oz, 2, pack","personal, care, shaving, shaving, cream, women, shaving, cream, bikini, zone, bikini, zone, anti, bumps, shave, gel, 5, oz, 2, pack, upc, 018515165251bikini, zone, anti, bumps, shave, gel, 5, oz, 2, pack"
2,524,0.0,1,"personal, care, sun, care, tanning, lotions, oils",supre,Supre Snooki Ultra Dark 70XBlack Bronzer with Skin Firm and Toning,https://i5.walmartimages.com/asr/3d9d96cf-5d6a-49df-90da-b356bee8fd24_1.b799fc4a6622200d09b3eb55a0b883f5.jpeg,"ultimate, attitude, style, use, snookis, ultra, dark, 70x, black, bronzer, blinged, bronzer, perfect, guido, guidette, tanner, wants, rich, powerful, bronzers, provide, deep, dark, dramatic, color, bronzer, unique, combination, black, walnut, henna, docosahexaenoic, acid, continues, darken, skin, exposed, uv, light, vitamin, enriched, conditioner, helps, protect, skin, elements, ideal, skin, types, bronzer, quick, way, tanned, effortlessly, blend, black, walnut, henna, dha, allows, skin, continue, darken, uv, exposure, vitamin, enriched, skin, conditioner, blend, helps, skin, fight, environmental, stress, targeted, area, body, skin, type, safe, skin, types, active, ingredients, water, seed, oil, glycerin, ingredients, cetyl, alcohol, fragrance, parfum, accept, returns, product, manufacturer, packaging, changes, product, packaging, vary, image, shown, blend, black, walnut, henna, dha, allows, skin, continue, darken, uv, exposure, vitamin, enriched, skin, conditioner, blend, helps, skin, fight, environmental, stress, targeted, area, body","personal, care, sun, care, tanning, lotions, oils, supre, ultimate, attitude, style, use, snookis, ultra, dark, 70x, black, bronzer, blinged, bronzer, perfect, guido, guidette, tanner, wants, rich, powerful, bronzers, provide, deep, dark, dramatic, color, bronzer, unique, combination, black, walnut, henna, docosahexaenoic, acid, continues, darken, skin, exposed, uv, light, vitamin, enriched, conditioner, helps, protect, skin, elements, ideal, skin, types, bronzer, quick, way, tanned, effortlessly, blend, black, walnut, henna, dha, allows, skin, continue, darken, uv, exposure, vitamin, enriched, skin, conditioner, blend, helps, skin, fight, environmental, stress, targeted, area, body, skin, type, safe, skin, types, active, ingredients, water, seed, oil, glycerin, ingredients, cetyl, alcohol, fragrance, parfum, accept, returns, product, manufacturer, packaging, changes, product, packaging, vary, image, shown, blend, black, walnut, henna, dha, allows, skin, continue, darken, uv, exposure, vitamin, enriched, skin, conditioner, blend, helps, skin, fight, environmental, stress, targeted, area, body"
0,1432,4.3,585,"personal, care, bath, body, body, lotions, creams",good,"All Good Body Lotion, Coconut, 6 Oz",https://i5.walmartimages.com/asr/559b22c2-a481-4bed-a4cc-701611f62c6f_1.aa08ebcca92155cf5e492c37070084ca.jpeg,"good, body, lotion, repairs, dry, skin, natural, youthful, non, greasy, feel, rejuvenating, organic, botanical, ingredients, calendula, stimulates, healthy, skin, cell, growth, cocoa, butter, offers, deep, moisturizing, benefits, rose, hip, oil, like, topical, multivitamin, packed, nutrients, feed, bodys, largest, organ, ve, taken, care, produce, soothing, organic, lotion, possible, natures, safest, potent, ingredients, medicinal, good, body, lotion, coconut, 6, oz","personal, care, bath, body, body, lotions, creams, good, good, body, lotion, repairs, dry, skin, natural, youthful, non, greasy, feel, rejuvenating, organic, botanical, ingredients, calendula, stimulates, healthy, skin, cell, growth, cocoa, butter, offers, deep, moisturizing, benefits, rose, hip, oil, like, topical, multivitamin, packed, nutrients, feed, bodys, largest, organ, ve, taken, care, produce, soothing, organic, lotion, possible, natures, safest, potent, ingredients, medicinal, good, body, lotion, coconut, 6, oz"
907,5,3.7,11,"personal, care, shaving, electric, shavers",nair,"Nair Hair Removal Cream Face & Upper Lip with Skin Conditioners & Moisturizers, 57 g (2.01 oz)",https://i5.walmartimages.com/asr/9f0fb501-cab5-4173-8bf3-26392920363a_1.7718ef27b693ea19a88516b9f665fac6.png,,"personal, care, shaving, electric, shavers, nair,"
477,58455,4.4,124,"health, restock, wellness, essentials, vitamins, supplements, restock",gurunanda,GuruNanda 100% Pure Peppermint Essential Oil for Aromatherapy - .5 fl oz,https://i5.walmartimages.com/asr/0596eab7-b606-402f-8d95-9b5c0aa73110_1.cc325a5ff1f7e68f81bb3284dbbc9d3e.jpeg,"guru, nanda, peppermint, essential, oil, 100, pure, sourced, india, produced, steam, distillation, fresh, partially, dried, mentha, piperita, plant, peppermint, essential, oil, relieving, refreshing, invigorating, gurunanda, aromatherapy, nt, fill, space, incredible, fragrances, awakens, senses, provides, balance, life, guru, nanda, essential, oils, comparable, highly, expensive, essential, oils, fraction, cost, packaged, farm, bottle, added, removed, gurunanda, 100, pure, natural, peppermint, oil, aromatherapy, 15ml, ingredients, 100, pure, mentha, piperita, peppermint, essential, oil, country, origin, india, usa, therapeutic, properties, fresh, cooling, refreshing, invigorating, extraction, method, steam, distillation, fresh, partially, dried, plant, aroma, minty, blends, eucalyptus, lavender, lemon, grapefruit, rosemary, orange, essential, oils, bottle, includes, dropper, leak, proof, cap, use, essential, oil, diffuser, ultrasonic, passive, fan, nebulizer, dilute, essential, oil, carrier, oil, use, topically, add, bath, water, natural, room, spray, adding, 20, drops, 5, oz, water","health, restock, wellness, essentials, vitamins, supplements, restock, gurunanda, guru, nanda, peppermint, essential, oil, 100, pure, sourced, india, produced, steam, distillation, fresh, partially, dried, mentha, piperita, plant, peppermint, essential, oil, relieving, refreshing, invigorating, gurunanda, aromatherapy, nt, fill, space, incredible, fragrances, awakens, senses, provides, balance, life, guru, nanda, essential, oils, comparable, highly, expensive, essential, oils, fraction, cost, packaged, farm, bottle, added, removed, gurunanda, 100, pure, natural, peppermint, oil, aromatherapy, 15ml, ingredients, 100, pure, mentha, piperita, peppermint, essential, oil, country, origin, india, usa, therapeutic, properties, fresh, cooling, refreshing, invigorating, extraction, method, steam, distillation, fresh, partially, dried, plant, aroma, minty, blends, eucalyptus, lavender, lemon, grapefruit, rosemary, orange, essential, oils, bottle, includes, dropper, leak, proof, cap, use, essential, oil, diffuser, ultrasonic, passive, fan, nebulizer, dilute, essential, oil, carrier, oil, use, topically, add, bath, water, natural, room, spray, adding, 20, drops, 5, oz, water"
4,37359034,0.0,16,"beauty, beauty, brands, lip, smacker, lip, smacker, lip, balm, conditioner","lip, smacker","Lip Smacker Lip Balm Party Pack, M&M, 8 Count",https://i5.walmartimages.com/asr/099e2fdb-800d-4555-9e01-e6c4b8579a28.c40c93d8feab42e063a9125502ac240a.jpeg,"favorite, brand, chocolate, flavored, lip, balm, perfect, collecting, sharing, moisturize, soften, lips, lip, smackin, flavor, shine, 8, lip, smacker, lip, balms, candy, flavored, moisturizing, smoothing, soft, shine","beauty, beauty, brands, lip, smacker, lip, smacker, lip, balm, conditioner, lip, smacker, favorite, brand, chocolate, flavored, lip, balm, perfect, collecting, sharing, moisturize, soften, lips, lip, smackin, flavor, shine, 8, lip, smacker, lip, balms, candy, flavored, moisturizing, smoothing, soft, shine"
72,159731,0.0,40,"personal, care, travel, size, toiletries, kits",toppik,Toppik Hair Building Fibers 55grams,https://i5.walmartimages.com/asr/7e23a2c8-276a-4deb-8d5e-0c18b6fbfd67_1.4c73cf75065c0336f848f9460c27c595.jpeg,"toppik, hair, building, fibers, instantly, thinning, hair, look, thick, keratin, fibers, cling, existing, hair, seconds, fill, thinning, balding, area, toppik, wo, nt, come, wind, rain, perspiration, totally, undetectable, close, inches, thicker, looking, capilar, toppík, 55, gram, grm","personal, care, travel, size, toiletries, kits, toppik, toppik, hair, building, fibers, instantly, thinning, hair, look, thick, keratin, fibers, cling, existing, hair, seconds, fill, thinning, balding, area, toppik, wo, nt, come, wind, rain, perspiration, totally, undetectable, close, inches, thicker, looking, capilar, toppík, 55, gram, grm"
1,907,1.0,1,"personal, care, bath, body, body, lotions, creams",cetaphil,"Cetaphil Moisturizing Cream for Very Dry, Sensitive Skin, Extra Strength, Fragrance Free, 1 Ounce (Pack of 12)",https://i5.walmartimages.com/asr/6d4f508e-faa3-4a51-81a8-8871980e3eb1_1.fec66b193f22d279a4a275aa57ee2c78.jpeg,"cetaphil, moisturizing, cream, dry, sensitive, skin, extra, strength, fragrance, free, 1, ounce, pack, 12, moisturizing, cream, body, dry, sensitive, skin, dermatologist, recommended, non, comedogenic, fragrance, free, nestle, skin, health, canada","personal, care, bath, body, body, lotions, creams, cetaphil, cetaphil, moisturizing, cream, dry, sensitive, skin, extra, strength, fragrance, free, 1, ounce, pack, 12, moisturizing, cream, body, dry, sensitive, skin, dermatologist, recommended, non, comedogenic, fragrance, free, nestle, skin, health, canada"
9657918,428,0.0,0,"personal, care, oral, care, toothbrushes, electric, toothbrushes, oral, b, electric, toothbrushes","oral, b",Oral-B EB503-3 Replacement Brush Heads,https://i5.walmartimages.com/asr/3a74d58c-8b4f-40ce-a3f9-575a26875cdb.8c1f461a2e13b1047250aa4aa2ccfcf3.jpeg,"technical, features, oral, b, eb50, black, 3, b, crossaction, bristle, protection, technology, replacement, brush, heads, removes, 300, plaque, gum, line, advanced, brush, head, perfectly, angled, bristles, reach, deep, teeth, removes, 300, plaque, gum, line, vs, regular, manual, toothbrush, angled, bristles, provide, precise, cleanoral, b, crossaction, toothbrush, head, features, bristles, set, 16, degree, angle, effectively, clean, gumline, bristles, reach, deep, teeth, lift, power, away, 100, plaque, vs, regular, feature, indicatororal, b, brush, head, refills, feature, indicator, bristles, fade, halfway, help, remind, replace, toothbrush, head, maintain, superior, clean, following, types, fits, following, models, d5011, d5011s, d5015t, d5021s, d5025t, d5045s, dual, clean, duo, floss, action, kids, 950, kids, precision, clean, genius, pro, white, ultra","personal, care, oral, care, toothbrushes, electric, toothbrushes, oral, b, electric, toothbrushes, oral, b, technical, features, oral, b, eb50, black, 3, b, crossaction, bristle, protection, technology, replacement, brush, heads, removes, 300, plaque, gum, line, advanced, brush, head, perfectly, angled, bristles, reach, deep, teeth, removes, 300, plaque, gum, line, vs, regular, manual, toothbrush, angled, bristles, provide, precise, cleanoral, b, crossaction, toothbrush, head, features, bristles, set, 16, degree, angle, effectively, clean, gumline, bristles, reach, deep, teeth, lift, power, away, 100, plaque, vs, regular, feature, indicatororal, b, brush, head, refills, feature, indicator, bristles, fade, halfway, help, remind, replace, toothbrush, head, maintain, superior, clean, following, types, fits, following, models, d5011, d5011s, d5015t, d5021s, d5025t, d5045s, dual, clean, duo, floss, action, kids, 950, kids, precision, clean, genius, pro, white, ultra"
3522,50719,0.0,0,"premium, beauty, premium, makeup, premium, nail, polish, care, premium, nail, polish",opi,OPI GELCOLOR + MATCHING LACQUER GIMME A LIDO KISS V30,https://i5.walmartimages.com/asr/739683cd-ffa7-4b56-978c-aacf0fca44cf_1.bf7febfc30cd215fdb615316307e47ab.png,,"premium, beauty, premium, makeup, premium, nail, polish, care, premium, nail, polish, opi,"
23,549027,0.0,5043,"personal, care, incontinence, incontinence",poise,"Poise Daily Incontinence Panty Liners, Very Light Absorbency, Long, 114 Count ( 3 Packs of 114 counts - 342 counts total)",https://i5.walmartimages.com/asr/7029e1d7-65c2-42d4-ad68-c3adcffcb2a9.3e81eeff4eb9495b3f0603477031dbe2.jpeg,"poise, daily, incontinence, panty, liners, specifically, designed, light, bladder, leaks, offers, poise, trusted, 3, protection, dryness, comfort, odor, control, bladder, control, liners, absorb, loc, core, quickly, locks, away, wetness, odor, cleanfresh, layer, help, 5x, drier, leading, period, liner, trust, protection, poise, bladder, control, postpartum, bladder, leakage, needs, stay, confident, day, poise, adult, incontinence, products, fsa, eligible, packaging, vary, images, liners, women, trusted, 3, protection, provides, dryness, comfort, odor, controlspecifically, designed, light, bladder, leaks, poise, daily, liners, stay, 5x, drier, leading, period, linerabsorb, loc, core, quickly, absorbs, locks, away, wetness, odor, cleanfresh, layer, soft, breathable, cover, instantly, dries, help, fresh, dry, dayunscented, individually, wrapped, available, regular, long, length, great, bladder, control, postpartum, bladder, leakage, panty, linerincredibly, thin, incontinence, panty, liners, fsa, eligible, vary, images, shownpoise, daily, incontinence, panty, liners, light, absorbency, long, 114, count, 3, packs, 114, counts, 342, counts, total","personal, care, incontinence, incontinence, poise, poise, daily, incontinence, panty, liners, specifically, designed, light, bladder, leaks, offers, poise, trusted, 3, protection, dryness, comfort, odor, control, bladder, control, liners, absorb, loc, core, quickly, locks, away, wetness, odor, cleanfresh, layer, help, 5x, drier, leading, period, liner, trust, protection, poise, bladder, control, postpartum, bladder, leakage, needs, stay, confident, day, poise, adult, incontinence, products, fsa, eligible, packaging, vary, images, liners, women, trusted, 3, protection, provides, dryness, comfort, odor, controlspecifically, designed, light, bladder, leaks, poise, daily, liners, stay, 5x, drier, leading, period, linerabsorb, loc, core, quickly, absorbs, locks, away, wetness, odor, cleanfresh, layer, soft, breathable, cover, instantly, dries, help, fresh, dry, dayunscented, individually, wrapped, available, regular, long, length, great, bladder, control, postpartum, bladder, leakage, panty, linerincredibly, thin, incontinence, panty, liners, fsa, eligible, vary, images, shownpoise, daily, incontinence, panty, liners, light, absorbency, long, 114, count, 3, packs, 114, counts, 342, counts, total"
934,92707,4.5,2,"premium, beauty, premium, men, grooming, premium, colognes",prada,Prada 535823 1.7 oz L Homme by Prada Eau De Toilette Spray for Men,https://i5.walmartimages.com/asr/00e1936a-09b3-47f2-a733-ffd7224d5930.cd427689b570b1e06ecb446360fae266.jpeg,,"premium, beauty, premium, men, grooming, premium, colognes, prada,"
143,53957,4.2,340,"beauty, makeup, lip",covergirl,"COVERGIRL Outlast All-Day Intense Lip Color and Gloss, 710 Celestial Coral",https://i5.walmartimages.com/asr/0d5fc133-f593-48e4-8fe8-cca986df3124_1.2b09143cc2bfe6bf8e7e11befb49493d.jpeg,"americas, 1, long, wear, lip, color, advanced, formula, resilient, brilliant, coverage, color, shine, gives, 16, hours, color, stays, true, 2, easy, breezy, steps, outlasts, long, lasting, lip, color, moisturizing, topcoat, helps, lock, shine, feathering, bleeding","beauty, makeup, lip, covergirl, americas, 1, long, wear, lip, color, advanced, formula, resilient, brilliant, coverage, color, shine, gives, 16, hours, color, stays, true, 2, easy, breezy, steps, outlasts, long, lasting, lip, color, moisturizing, topcoat, helps, lock, shine, feathering, bleeding"
26,4,0.0,157,"household, essentials, laundry, laundry, detergents",gain,"Gain Lavender HE, Liquid Laundry Detergent, 100 fl oz 64 Loads",https://i5.walmartimages.com/asr/24d8c3e1-b095-496a-87c8-1ee6739319ce_1.4ee6c097c5d3d5a3f7a8bd3f42d5c006.jpeg,"gain, lavender, liquid, laundry, detergent, 100, fl, oz, 64, loads, liquid, laundry, detergent, brilliant, cleaning, performance, leaves, refreshing, lavender, scent, smells, great, cleans, great, 6, weeks, freshness, wash, wear, freshness, 1, cap, gain, liquid, laundry, detergent, 1, bottle, leading, baking, soda, detergent, wear, freshness, 1, large, dose, gain, 50, oz, bottle, leading, baking, soda, scent, regular, washer, compatible, like, household, detergent, away, children, gain, lavender, liquid, laundry, detergent, 100, fl, oz, 64, loads, liquid, laundry, detergent, brilliant, cleaning, performance, leaves, refreshing, lavender, scent, smells, great, cleans, great, 6, weeks, freshness, wash, wear, freshness, 1, cap, gain, liquid, laundry, detergent, 1, bottle, leading, baking, soda, detergent, wear, freshness, 1, large, dose, gain, 50, oz, bottle, leading, baking, soda, scent, regular, washer, compatible, like, household, detergent, away, children","household, essentials, laundry, laundry, detergents, gain, gain, lavender, liquid, laundry, detergent, 100, fl, oz, 64, loads, liquid, laundry, detergent, brilliant, cleaning, performance, leaves, refreshing, lavender, scent, smells, great, cleans, great, 6, weeks, freshness, wash, wear, freshness, 1, cap, gain, liquid, laundry, detergent, 1, bottle, leading, baking, soda, detergent, wear, freshness, 1, large, dose, gain, 50, oz, bottle, leading, baking, soda, scent, regular, washer, compatible, like, household, detergent, away, children, gain, lavender, liquid, laundry, detergent, 100, fl, oz, 64, loads, liquid, laundry, detergent, brilliant, cleaning, performance, leaves, refreshing, lavender, scent, smells, great, cleans, great, 6, weeks, freshness, wash, wear, freshness, 1, cap, gain, liquid, laundry, detergent, 1, bottle, leading, baking, soda, detergent, wear, freshness, 1, large, dose, gain, 50, oz, bottle, leading, baking, soda, scent, regular, washer, compatible, like, household, detergent, away, children"
748,9831913,3.5,2,"beauty, beauty, brands, hard, candy, hard, candy, lip, glosses","hard, candy","Hard Candy Fierce Effects Daring Lip Gloss, 0.5 oz, NAVY",https://i5.walmartimages.com/asr/657ebfc8-0aa1-49c5-b5c0-4cc73cb96e4f_1.74f024dbfebe848e7a86daed0c89f246.jpeg,"hard, candy, fierce, effects, daring, lip, gloss, 968, adrenalinehard, candy, fierce, effects, daring, lip, gloss, oz, navy","beauty, beauty, brands, hard, candy, hard, candy, lip, glosses, hard, candy, hard, candy, fierce, effects, daring, lip, gloss, 968, adrenalinehard, candy, fierce, effects, daring, lip, gloss, oz, navy"
7620903,309214,3.8,27,"beauty, skin, care, lip, balms, conditioners, tinted, lip, balm",paris,"Loreal Paris Colour Riche Balm Pop, 430 Fiery Red, 0.1 Ounce",https://i5.walmartimages.com/asr/140c237b-8538-4087-b383-42469a37d46c_1.52904caac05d3e4934aa16e35c22e056.jpeg,"loreal, paris, colour, riche, balm, pop, 430, fiery, red, ounce, vibrant, color, bold, daring, pout, instantly, nourishes, lips, leaving, soft, hydrationvibrant, color, bold, daring, pout, instantly, nourishes, lips, leaving, soft, hydration","beauty, skin, care, lip, balms, conditioners, tinted, lip, balm, paris, loreal, paris, colour, riche, balm, pop, 430, fiery, red, ounce, vibrant, color, bold, daring, pout, instantly, nourishes, lips, leaving, soft, hydrationvibrant, color, bold, daring, pout, instantly, nourishes, lips, leaving, soft, hydration"
6,37289,0.0,0,"premium, beauty, premium, bath, body, premium, sun, care, sunscreens",eltamd,"EltaMD UV Shield Broad Spectrum Sunscreen, SPF 45, 7 Oz",https://i5.walmartimages.com/asr/de32f924-1d5c-41e6-a71a-ded423675c8c_1.58f52154d9d72e54794450236d65ec94.jpeg,,"premium, beauty, premium, bath, body, premium, sun, care, sunscreens, eltamd,"
8,49,4.0,1,"sports, outdoors, exercise, fitness, yoga, yoga, mats","yoga, direct",Yoga Direct Anti-Microbial Deluxe 1/4 Inch Thick Black Yoga Mat,https://i5.walmartimages.com/asr/ba980323-2fb6-419f-851e-dda947d81276_1.7fa0b202b31e5044b52152fd389f94ac.jpeg,"material, resistant, potentially, harmful, bacteria, anti, bacterial, yoga, mat, open, cell, added, layer, ionic, silver, layer, helps, eliminate, odors, providing, super, sticky, surface, practice, mat, cleaner, longer, washes, wipe, potentially, harmful, bacterial, properties, wash, away","sports, outdoors, exercise, fitness, yoga, yoga, mats, yoga, direct, material, resistant, potentially, harmful, bacteria, anti, bacterial, yoga, mat, open, cell, added, layer, ionic, silver, layer, helps, eliminate, odors, providing, super, sticky, surface, practice, mat, cleaner, longer, washes, wipe, potentially, harmful, bacterial, properties, wash, away"
404,38,0.0,1,"premium, beauty, premium, hair, care, hair, tools, premium, shampoos",alterna,"Alterna Caviar Anti-Aging Replenishing Moisture Shampoo, 67.6 Fl Oz",https://i5.walmartimages.com/asr/cdcbabad-6e22-4166-9d57-b7717ddd884e_1.56702c6598cd7549876a700b578ee06f.jpeg,,"premium, beauty, premium, hair, care, hair, tools, premium, shampoos, alterna,"
3,45,0.0,0,"personal, care, shaving, electric, shavers, electric, shavers",xpreen,2020 Upgraded Eyebrow Hair Remover Painless LED Light Precision Eyebrow Trimmer Portable Electric Eyebrow Razor Tool Facial Hair Removal for Men Women,https://i5.walmartimages.com/asr/49118580-34ed-44c2-824d-e125a0890c3f.be62fb5be8b1271a7e3afc6ab73bad58.png,"features, 1, safe, protective, cover, prevents, blades, directly, contacting, skin, 2, smooth, sharp, stainless, steel, blades, remove, unwanted, hairs, quickly, smoothly, 3, clear, bright, led, light, helps, remove, finest, brow, hairs, 4, sanitary, detachable, cutter, head, directly, rinsed, faucet, 5, portable, light, weight, small, size, easy, 6, comfortable, ergonomic, design, device, body, gives, nice, grip, feeling, use, 1, aaa, battery, included, battery, slot, 2, turn, device, 3, remove, unwanted, eyebrow, hairs, 4, turn, device, 5, cutter, head, clean, specifications, electric, eyebrow, trimmer, material, abs, pc, stainless, steel, battery, 1, aaa, battery, included, s, box, 1, electric, eyebrow, trimmer, 1, cleaning, brush, 1, user, manual, note, 1, use, device, trim, implanted, brow, hairs, 2, use, device, trim, hard, hairs, beard, 3, wash, device, body, waterproof, frequently, asked, questions, xpreen, electric, eyebrow, trimmer, xpre078w, rechargeable, battery, charging, type, powered, 1, aaa, battery, included, parcel, need, prepare, item, body, hair, remover, electric, eyebrow, trimmer, trim, hard, hairs, like, ear, hair, nose, hair, beard, use, device, trim, implanted, brow, hairs, item, work, trimming, eyebrow, noted, product, trim, eyebrow, daily, use, try, eyebrow, trimmer, 45, degree, tilt, fit, eyebrow, surface, better, operate, serveral, times, receive, order, parcel, contact, customer, service, check, item, status, contact, local, post, office, item, arrives, tracking, number, update, logistics, informatoin, online, item, case, parcel, information, quicker, wash, device, clean, wash, device, body, trimmer, head, use, soft, brush, paper, towel, clean, inside","personal, care, shaving, electric, shavers, electric, shavers, xpreen, features, 1, safe, protective, cover, prevents, blades, directly, contacting, skin, 2, smooth, sharp, stainless, steel, blades, remove, unwanted, hairs, quickly, smoothly, 3, clear, bright, led, light, helps, remove, finest, brow, hairs, 4, sanitary, detachable, cutter, head, directly, rinsed, faucet, 5, portable, light, weight, small, size, easy, 6, comfortable, ergonomic, design, device, body, gives, nice, grip, feeling, use, 1, aaa, battery, included, battery, slot, 2, turn, device, 3, remove, unwanted, eyebrow, hairs, 4, turn, device, 5, cutter, head, clean, specifications, electric, eyebrow, trimmer, material, abs, pc, stainless, steel, battery, 1, aaa, battery, included, s, box, 1, electric, eyebrow, trimmer, 1, cleaning, brush, 1, user, manual, note, 1, use, device, trim, implanted, brow, hairs, 2, use, device, trim, hard, hairs, beard, 3, wash, device, body, waterproof, frequently, asked, questions, xpreen, electric, eyebrow, trimmer, xpre078w, rechargeable, battery, charging, type, powered, 1, aaa, battery, included, parcel, need, prepare, item, body, hair, remover, electric, eyebrow, trimmer, trim, hard, hairs, like, ear, hair, nose, hair, beard, use, device, trim, implanted, brow, hairs, item, work, trimming, eyebrow, noted, product, trim, eyebrow, daily, use, try, eyebrow, trimmer, 45, degree, tilt, fit, eyebrow, surface, better, operate, serveral, times, receive, order, parcel, contact, customer, service, check, item, status, contact, local, post, office, item, arrives, tracking, number, update, logistics, informatoin, online, item, case, parcel, information, quicker, wash, device, clean, wash, device, body, trimmer, head, use, soft, brush, paper, towel, clean, inside"
102,452,0.0,1,"household, essentials, air, fresheners",homebright,"3 Smoke Odor Eliminator, Neutralizes Cigarette, Pets, Bathroom, & Garbage Ordors Air Fresheners with a Light Breeze Scent, 8.5 oz.Bottles Each",https://i5.walmartimages.com/asr/c9ae4ec6-3311-45f4-8582-cdb0ecd59ee7.99a35b28568e81106bb6cde12a5643dd.jpeg,"love, having, fresh, smelling, space, smoke, odor, eliminator, spray, canister, holds, oz, clean, smelling, spray, overcome, putting, room, excellent, office, conference, rooms, classrooms, bathrooms, lobbys, bedrooms, lots, smoke, odor, eliminator, air, fresheners, light, breeze, scent, oz","household, essentials, air, fresheners, homebright, love, having, fresh, smelling, space, smoke, odor, eliminator, spray, canister, holds, oz, clean, smelling, spray, overcome, putting, room, excellent, office, conference, rooms, classrooms, bathrooms, lobbys, bedrooms, lots, smoke, odor, eliminator, air, fresheners, light, breeze, scent, oz"
8,95004,0.0,130,"home, bath, bath, towels, washcloths",prevail,"Prevail Premium Quilted Adult Washcloths, 48 Count",https://i5.walmartimages.com/asr/f3c2a1c5-042d-43ca-bb7e-775b5ae7ee95_1.0ed032e1eaf0991ccbe0ee021d909a96.jpeg,,"home, bath, bath, towels, washcloths, prevail,"
101,97,0.0,0,"food, fresh, food, produce, nuts, dried, fruits, healthy, snacks, dried, fruits, vegetables","navitas, organics",(Case of 12 )Navitas Naturals Goji Berries - Organic - Sun-Dried - 4 oz,https://i5.walmartimages.com/asr/085df8c5-9482-42d5-9640-d01eae860625_1.fb606822884643ad255ac87542ed61aa.jpeg,"navitas, organics, goji, berries, natural, convenient, addition, daily, diet, superfood, berries, healthy, energy, boost, day, introduce, extra, antioxidants, diet, natural, ingredients, navitas, organics, goji, berries, free, unnatural, additives, product, gluten, free, kosher, organic, vegan, friendly, pouch, navitas, organics, goji, berries, weighs, 4, oz, servings, container, 110, calories, gmo, free","food, fresh, food, produce, nuts, dried, fruits, healthy, snacks, dried, fruits, vegetables, navitas, organics, navitas, organics, goji, berries, natural, convenient, addition, daily, diet, superfood, berries, healthy, energy, boost, day, introduce, extra, antioxidants, diet, natural, ingredients, navitas, organics, goji, berries, free, unnatural, additives, product, gluten, free, kosher, organic, vegan, friendly, pouch, navitas, organics, goji, berries, weighs, 4, oz, servings, container, 110, calories, gmo, free"
3,284,0.0,24,"beauty, beauty, brands, makeup",paris,LOreal Paris Studio Secrets Eye Shadow Quads,https://i5.walmartimages.com/asr/03ab0aa3-0bd3-4a5f-af4e-587eb12781f3_1.8ba1ef26f3df3c1702419112fed2276d.jpeg,"quads, offer, makeup, artist, coordinated, shades, sophisticated, eye, look, eye, shadow, quad, matte, perle, rich, violet, 514","beauty, beauty, brands, makeup, paris, quads, offer, makeup, artist, coordinated, shades, sophisticated, eye, look, eye, shadow, quad, matte, perle, rich, violet, 514"
36,6755,0.0,596,"beauty, beauty, brands, rimmel, rimmel, lip, makeup",rimmel,"Rimmel Stay Matte Liquid Lip Colour, Latte To Go, 0.21 oz",https://i5.walmartimages.com/asr/a563fc11-aa6d-46f7-8e54-3bcc4cac1928_1.3ed5719914e50d5d39e4e689aa9e42d5.jpeg,"rimmel, londons, new, stay, matte, liquid, lip, colour, delivers, high, intensity, color, velvety, matte, finish, color, staying, power, 12hrskiss, proof, touch, proof, water, proofvelvety, matte, finishunbelievably, comfortable, lightweight, texture","beauty, beauty, brands, rimmel, rimmel, lip, makeup, rimmel, rimmel, londons, new, stay, matte, liquid, lip, colour, delivers, high, intensity, color, velvety, matte, finish, color, staying, power, 12hrskiss, proof, touch, proof, water, proofvelvety, matte, finishunbelievably, comfortable, lightweight, texture"
